						categories

INSERT INTO `categories` (`id`, `title`, `description`, `slug`, `image`, `created_at`, `updated_at`) VALUES
(1, 'Electronics', 'Perfect gift for friends and family', 1, 'img-1.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(2, 'Women', 'Made from eco-friendly and sustainable materials', 1, 'img-2.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(3, 'Men', 'Available in a variety of colors and sizes', 1, 'img-3.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(4, 'Home', 'Affordable and stylish option for everyday use', 1, 'img-5.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(5, 'Beauty', 'Easy to clean and maintain', 1, 'img-11.png', '0000-00-00 00:00:00', '0000-00-00 00:00:00');




						sub_categories

INSERT INTO `sub_categories` (`id`, `category_id`, `title`, `description`, `created_at`, `updated_at`) VALUES
(1, 1, 'Phone', 'Affordable and stylish option for everyday use', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(2, 3, 'Men Shoes', 'Comfortable fit with adjustable straps', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(3, 4, 'Kitchen', 'Comfortable fit with adjustable straps', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(4, 2, 'Women Shoes', 'Available in a variety of colors and sizes', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(5, 2, 'Women Pants', 'Designed for maximum performance and efficiency', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(6, 1, 'Radio', 'High-quality product with durable materials', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(7, 4, 'Bed', 'Easy to clean and maintain', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(8, 4, 'Chair', 'Comfortable fit with adjustable straps', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(9, 3, 'Men T-Shirts', 'Available in a variety of colors and sizes', '0000-00-00 00:00:00', '0000-00-00 00:00:00'),
(10, 3, 'Men Pants', 'High-quality product with durable materials', '0000-00-00 00:00:00', '0000-00-00 00:00:00');




						Products

insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (1, 9, 'Fitness Tracker', 'Just In', 'Versatile and multi-functional design', 'HP', 'Sony', 147.13, 15.58, '294590367681', 'no', 4, 0, '21-07-2022', '03-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (364, 8, 'TV', 'Just In', 'Easy to use and user-friendly interface', 'HP', 'Honda', 166.54, 83.93, '844203045000', 'yes', 5, 0, '06-05-2022', '07-10-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (365, 7, 'Smartphone', 'Brand New', 'Easy to use and user-friendly interface', 'LG', 'Apple', 357.26, 35.86, '900920484903', 'no', 10, 1, '09-06-2022', '26-06-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (366, 1, 'Smartwatch', 'Latest Addition', 'Easy to use and user-friendly interface', 'LG', 'Adidas', 599.17, 18.29, '450636977781', 'yes', 2, 0, '11-08-2023', '24-09-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (367, 10, 'Gaming Console', 'New Arrival', 'Elegant and sophisticated choice for special occasions', 'Microsoft', 'Nike', 228.15, 23.54, '715002498312', 'yes', 4, 1, '19-03-2022', '26-06-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (368, 8, 'Smartphone', 'Brand New', 'Elegant and sophisticated choice for special occasions', 'Lenovo', 'Sony', 667.09, 61.88, '479405776758', 'no', 4, 1, '12-01-2022', '04-08-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (369, 5, 'Tablet', 'Brand New', 'Sustainable and eco-friendly materials', 'Adidas', 'Apple', 660.5, 50.0, '206717835991', 'no', 9, 0, '17-12-2022', '27-05-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (370, 1, 'Camera', 'Latest Addition', 'Innovative technology for enhanced performance', 'LG', 'Apple', 597.37, 76.99, '366827550623', 'yes', 9, 0, '05-10-2022', '28-12-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (371, 6, 'Camera', 'Brand New', 'Sustainable and eco-friendly materials', 'Nike', 'Coca-Cola', 437.43, 16.97, '080242640908', 'yes', 7, 1, '05-11-2023', '21-06-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (372, 5, 'Smartwatch', 'New Arrival', 'Affordable and stylish option for everyday use', 'Lenovo', 'Microsoft', 443.83, 35.82, '933879448814', 'yes', 2, 1, '19-10-2022', '05-03-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (373, 1, 'TV', 'New Arrival', 'Comfortable and ergonomic design for maximum comfort', 'HP', 'Honda', 187.68, 60.94, '203882384477', 'no', 1, 1, '30-09-2022', '15-11-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (374, 5, 'TV', 'New Arrival', 'High-quality product with durable materials', 'HP', 'Coca-Cola', 60.35, 33.61, '567702428600', 'yes', 8, 1, '24-12-2023', '02-05-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (375, 5, 'Laptop', 'Latest Addition', 'Versatile and multi-functional design', 'Apple', 'Microsoft', 421.69, 20.35, '236036531607', 'yes', 7, 0, '15-01-2022', '05-10-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (376, 3, 'Camera', 'Fresh Release', 'High-quality product with durable materials', 'Sony', 'Microsoft', 612.78, 56.98, '712517819192', 'yes', 9, 0, '02-03-2023', '13-10-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (377, 9, 'Smartphone', 'Just In', 'Fashion-forward and trendy accessory', 'HP', 'Microsoft', 969.93, 37.75, '642298192384', 'yes', 8, 0, '22-04-2022', '22-09-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (378, 5, 'Tablet', 'New Arrival', 'Premium craftsmanship and attention to detail', 'Apple', 'Nike', 515.14, 73.51, '160784446781', 'yes', 4, 0, '26-06-2022', '16-05-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (379, 8, 'Laptop', 'Brand New', 'Easy to use and user-friendly interface', 'Nike', 'Microsoft', 932.32, 67.64, '435319784006', 'yes', 3, 1, '11-10-2022', '13-09-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (380, 4, 'Tablet', 'New Arrival', 'Affordable and stylish option for everyday use', 'Nike', 'Adidas', 378.97, 69.49, '206693546380', 'no', 9, 1, '04-05-2022', '06-01-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (381, 9, 'Laptop', 'Just In', 'Versatile and multi-functional design', 'HP', 'Apple', 98.52, 27.23, '486182883543', 'no', 2, 0, '10-12-2023', '27-12-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (382, 9, 'TV', 'Just In', 'Comfortable and ergonomic design for maximum comfort', 'Samsung', 'Microsoft', 406.79, 41.76, '483719419882', 'yes', 7, 0, '28-02-2023', '26-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (383, 3, 'Gaming Console', 'New Arrival', 'Comfortable and ergonomic design for maximum comfort', 'HP', 'Honda', 804.43, 71.63, '813196549080', 'no', 10, 0, '05-02-2023', '11-04-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (384, 8, 'Bluetooth Speaker', 'New Arrival', 'Easy to use and user-friendly interface', 'Samsung', 'Honda', 138.28, 76.27, '198503045337', 'no', 6, 0, '04-05-2023', '28-10-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (385, 1, 'Bluetooth Speaker', 'New Arrival', 'Fashion-forward and trendy accessory', 'Apple', 'Coca-Cola', 461.57, 68.82, '992871402285', 'yes', 9, 1, '28-10-2022', '13-09-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (386, 5, 'Smartwatch', 'Just In', 'Affordable and stylish option for everyday use', 'HP', 'Honda', 107.4, 27.29, '453376137264', 'yes', 5, 0, '25-05-2022', '11-12-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (387, 2, 'Fitness Tracker', 'Brand New', 'Affordable and stylish option for everyday use', 'Adidas', 'Pepsi', 708.17, 17.95, '524826128712', 'yes', 7, 1, '13-06-2023', '19-09-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (388, 10, 'Gaming Console', 'Latest Addition', 'High-quality product with durable materials', 'LG', 'Honda', 776.56, 61.95, '194819078976', 'yes', 10, 0, '12-03-2022', '25-08-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (389, 5, 'Tablet', 'Just In', 'High-quality product with durable materials', 'Sony', 'Toyota', 636.78, 88.81, '738177447734', 'no', 6, 1, '23-11-2023', '22-08-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (390, 5, 'Fitness Tracker', 'New Arrival', 'Innovative technology for enhanced performance', 'Samsung', 'Toyota', 273.13, 39.15, '546813856861', 'yes', 3, 0, '21-08-2022', '10-02-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (391, 3, 'Gaming Console', 'Brand New', 'Elegant and sophisticated choice for special occasions', 'Dell', 'Samsung', 114.76, 22.12, '316249247870', 'no', 3, 0, '19-03-2022', '30-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (392, 5, 'TV', 'Fresh Release', 'Sustainable and eco-friendly materials', 'HP', 'Toyota', 526.22, 53.52, '578582673363', 'yes', 2, 1, '22-12-2023', '19-02-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (393, 1, 'Fitness Tracker', 'Brand New', 'Sustainable and eco-friendly materials', 'Nike', 'Apple', 753.49, 60.52, '682814074290', 'no', 9, 1, '17-01-2022', '29-12-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (394, 7, 'Headphones', 'New Arrival', 'Elegant and sophisticated choice for special occasions', 'Samsung', 'Apple', 667.71, 19.02, '725753338120', 'yes', 2, 1, '16-11-2023', '03-07-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (395, 3, 'Headphones', 'New Arrival', 'Affordable and stylish option for everyday use', 'HP', 'Apple', 409.87, 74.81, '246671891221', 'yes', 3, 1, '21-04-2023', '12-04-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (396, 1, 'Tablet', 'Fresh Release', 'Premium craftsmanship and attention to detail', 'Sony', 'Honda', 366.34, 74.13, '712943101080', 'no', 3, 0, '20-08-2022', '21-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (397, 8, 'Camera', 'New Arrival', 'Fashion-forward and trendy accessory', 'Sony', 'Nike', 957.83, 20.07, '035402335495', 'yes', 5, 0, '05-01-2022', '22-10-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (398, 8, 'Smartphone', 'Fresh Release', 'Versatile and multi-functional design', 'Dell', 'Toyota', 80.37, 51.63, '645101676589', 'no', 3, 0, '01-10-2022', '16-11-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (399, 10, 'Bluetooth Speaker', 'Just In', 'Elegant and sophisticated choice for special occasions', 'Samsung', 'Honda', 474.93, 35.86, '792999006971', 'no', 7, 0, '10-10-2022', '12-07-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (400, 9, 'Laptop', 'Fresh Release', 'Sustainable and eco-friendly materials', 'Dell', 'Sony', 378.56, 86.77, '259276348897', 'yes', 4, 0, '17-10-2023', '13-05-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (401, 3, 'Bluetooth Speaker', 'Brand New', 'Comfortable and ergonomic design for maximum comfort', 'Adidas', 'Adidas', 234.02, 55.95, '824085550247', 'no', 9, 0, '08-09-2023', '24-01-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (402, 6, 'Fitness Tracker', 'Just In', 'Elegant and sophisticated choice for special occasions', 'LG', 'Adidas', 20.81, 65.82, '178455446555', 'yes', 9, 0, '17-11-2022', '23-10-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (403, 8, 'Laptop', 'New Arrival', 'Premium craftsmanship and attention to detail', 'Adidas', 'Sony', 448.38, 28.88, '419653182652', 'no', 6, 0, '09-04-2023', '03-03-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (404, 5, 'Gaming Console', 'Just In', 'Versatile and multi-functional design', 'Dell', 'Microsoft', 434.47, 44.02, '454349105642', 'yes', 1, 0, '09-12-2023', '05-10-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (405, 1, 'Camera', 'Latest Addition', 'Affordable and stylish option for everyday use', 'Samsung', 'Adidas', 336.09, 26.76, '333648862811', 'yes', 6, 0, '22-07-2022', '22-04-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (406, 4, 'TV', 'Latest Addition', 'Sustainable and eco-friendly materials', 'Samsung', 'Sony', 337.46, 22.92, '191654681831', 'yes', 10, 0, '01-01-2022', '01-05-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (407, 7, 'Smartphone', 'New Arrival', 'Sustainable and eco-friendly materials', 'Dell', 'Honda', 645.81, 52.99, '229470675397', 'no', 4, 1, '06-06-2023', '22-12-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (408, 4, 'Gaming Console', 'Just In', 'Sustainable and eco-friendly materials', 'Sony', 'Coca-Cola', 79.06, 77.03, '602579571513', 'yes', 9, 1, '28-02-2023', '22-08-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (409, 4, 'Fitness Tracker', 'Fresh Release', 'Innovative technology for enhanced performance', 'HP', 'Sony', 29.31, 82.98, '819006337155', 'yes', 3, 1, '28-05-2022', '28-07-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (410, 8, 'Headphones', 'New Arrival', 'Sustainable and eco-friendly materials', 'Samsung', 'Sony', 635.49, 18.56, '951528235219', 'no', 4, 0, '13-02-2022', '18-04-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (411, 7, 'Smartphone', 'Just In', 'High-quality product with durable materials', 'HP', 'Toyota', 124.06, 54.16, '954332042751', 'no', 3, 1, '03-07-2023', '21-04-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (412, 10, 'Laptop', 'Brand New', 'Sustainable and eco-friendly materials', 'Sony', 'Honda', 243.03, 56.04, '886397890667', 'no', 1, 0, '07-07-2022', '19-11-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (413, 5, 'TV', 'Fresh Release', 'Easy to use and user-friendly interface', 'LG', 'Samsung', 271.93, 39.42, '326232712926', 'no', 8, 0, '15-03-2023', '18-07-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (414, 4, 'Fitness Tracker', 'Just In', 'Elegant and sophisticated choice for special occasions', 'Apple', 'Pepsi', 929.43, 82.71, '973150282499', 'no', 1, 1, '16-03-2022', '25-02-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (415, 6, 'Fitness Tracker', 'Fresh Release', 'Innovative technology for enhanced performance', 'Microsoft', 'Pepsi', 977.02, 24.73, '223313946498', 'no', 4, 1, '24-02-2022', '21-05-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (416, 4, 'Smartphone', 'New Arrival', 'Versatile and multi-functional design', 'Dell', 'Apple', 713.48, 69.93, '917027374773', 'yes', 2, 0, '02-03-2023', '10-04-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (417, 2, 'Headphones', 'Fresh Release', 'Elegant and sophisticated choice for special occasions', 'Nike', 'Toyota', 17.68, 52.85, '717650318947', 'no', 1, 1, '25-08-2022', '04-07-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (418, 3, 'Gaming Console', 'New Arrival', 'Versatile and multi-functional design', 'Apple', 'Pepsi', 959.23, 51.38, '150888026626', 'no', 2, 0, '21-10-2022', '16-02-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (419, 9, 'Headphones', 'Latest Addition', 'Sustainable and eco-friendly materials', 'Samsung', 'Honda', 681.71, 30.4, '304020332786', 'no', 5, 0, '21-05-2022', '21-10-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (420, 2, 'TV', 'Latest Addition', 'Versatile and multi-functional design', 'HP', 'Samsung', 774.07, 47.49, '903184047841', 'yes', 1, 1, '08-11-2022', '14-07-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (421, 10, 'Tablet', 'New Arrival', 'Easy to use and user-friendly interface', 'Microsoft', 'Samsung', 327.68, 79.66, '961591477675', 'yes', 4, 0, '10-11-2022', '04-04-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (422, 10, 'Tablet', 'Latest Addition', 'Premium craftsmanship and attention to detail', 'HP', 'Toyota', 530.05, 70.02, '478308225212', 'yes', 2, 1, '16-03-2023', '11-03-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (423, 3, 'Headphones', 'New Arrival', 'Fashion-forward and trendy accessory', 'Lenovo', 'Adidas', 541.38, 11.57, '774959618664', 'yes', 10, 0, '26-11-2023', '28-08-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (424, 4, 'Smartwatch', 'Fresh Release', 'Sustainable and eco-friendly materials', 'Microsoft', 'Sony', 795.91, 53.32, '651085994869', 'yes', 2, 0, '09-09-2022', '31-08-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (425, 5, 'Laptop', 'Latest Addition', 'Versatile and multi-functional design', 'Dell', 'Samsung', 252.23, 18.72, '333734607172', 'no', 2, 1, '15-06-2023', '04-02-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (426, 7, 'Camera', 'Latest Addition', 'Sustainable and eco-friendly materials', 'Adidas', 'Pepsi', 287.02, 76.24, '073946499500', 'yes', 1, 0, '22-06-2022', '24-08-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (427, 8, 'Camera', 'Latest Addition', 'Versatile and multi-functional design', 'Sony', 'Adidas', 298.09, 28.63, '825423303734', 'no', 4, 0, '28-11-2023', '12-11-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (428, 5, 'Fitness Tracker', 'New Arrival', 'Affordable and stylish option for everyday use', 'Sony', 'Pepsi', 48.67, 83.09, '979256504461', 'no', 9, 0, '11-09-2022', '30-04-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (429, 10, 'Smartphone', 'New Arrival', 'Comfortable and ergonomic design for maximum comfort', 'Lenovo', 'Honda', 22.81, 28.66, '906207550383', 'no', 9, 1, '13-01-2022', '14-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (430, 3, 'Smartwatch', 'Brand New', 'High-quality product with durable materials', 'Microsoft', 'Toyota', 593.12, 12.58, '405363519205', 'yes', 8, 1, '18-10-2023', '06-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (431, 4, 'Smartphone', 'New Arrival', 'Fashion-forward and trendy accessory', 'HP', 'Microsoft', 398.99, 85.45, '987916355417', 'no', 5, 0, '06-05-2023', '10-02-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (432, 6, 'Bluetooth Speaker', 'Just In', 'Innovative technology for enhanced performance', 'Nike', 'Apple', 348.14, 85.84, '441154324764', 'yes', 8, 1, '23-01-2022', '11-12-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (433, 4, 'Fitness Tracker', 'Just In', 'High-quality product with durable materials', 'Samsung', 'Nike', 294.05, 45.63, '379765042717', 'no', 4, 0, '19-07-2023', '18-09-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (434, 8, 'TV', 'Fresh Release', 'Premium craftsmanship and attention to detail', 'Sony', 'Toyota', 911.72, 80.54, '830083256968', 'no', 1, 0, '27-08-2022', '03-01-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (435, 3, 'Laptop', 'New Arrival', 'Sustainable and eco-friendly materials', 'Lenovo', 'Nike', 952.28, 11.36, '306831144814', 'no', 1, 1, '23-01-2023', '17-01-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (436, 7, 'Headphones', 'New Arrival', 'High-quality product with durable materials', 'Nike', 'Apple', 220.94, 21.29, '272353080578', 'yes', 9, 1, '03-05-2022', '11-12-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (437, 8, 'Bluetooth Speaker', 'New Arrival', 'Comfortable and ergonomic design for maximum comfort', 'Microsoft', 'Nike', 950.04, 45.42, '414811427849', 'yes', 10, 1, '02-06-2023', '14-06-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (438, 2, 'Smartwatch', 'New Arrival', 'Easy to use and user-friendly interface', 'Apple', 'Coca-Cola', 86.53, 83.87, '114128045764', 'no', 4, 0, '05-06-2023', '26-07-2023');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (439, 10, 'Headphones', 'Just In', 'Affordable and stylish option for everyday use', 'Nike', 'Microsoft', 659.26, 27.68, '132223708028', 'yes', 5, 1, '28-12-2023', '14-09-2022');
insert into products (id, sub_category_id, title, slog, description, manufacturer_name, manufacturer_brand, unit_price, discount, barcode, track_qty, qty, status, created_at, updated_at) values (440, 6, 'TV', 'Brand New', 'Sustainable and eco-friendly materials', 'Samsung', 'Toyota', 826.63, 49.08, '821908108021', 'yes', 9, 1, '12-11-2023', '28-04-2022');
